,caption,pos_sims,neg_sims,url,score,sim_score_image,clip_logit_image
60,vegetables are shown on a white background with one carrot,0.7890943471128455,0.595744895333275,https://images.squarespace-cdn.com/content/v1/57796127d2b85735f82b1c0e/1524146507811-3S44VOAEICT5KSP9JCW9/ke17ZwdGBToddI8pDm48kJbosy0LGK_KqcAZRQ_Qph1Zw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZUJFbgE-7XRK3dMEBRBhUpyRoXPauM_hSH3XAFUMH3fmO1jdMVKkonRM0cGdyUtJRnZ7FnwXS6LE3CJOOwAGcs0/beefstewvegetables,0.19334945177957052,0.2787953019142151,27.879531860351562
64,"carrot, peppers, onions and celery in a basket",0.7233924873153509,0.6235266405466103,https://gardeninthekitchen.com/wp-content/uploads/2017/12/leftover-instant-pot-soup1.jpg,0.09986584676874055,,
3,"a carrot, half of the whole, cut and peeled into small pieces vector illustration isolated on white background royalty",0.6800230383177368,0.546439185478114,https://thumbs.dreamstime.com/b/still-life-carrot-vector-illustration-whole-sliced-vegetable-composition-roots-130685442.jpg,0.13358385283962282,0.33625084161758423,33.62508773803711
22,"a rabbit carrot, a leaf and a orange with black shadows on a white table",0.6217405299653419,0.5638043316755914,http://weandthecolor.com/wp-content/uploads/2015/07/Be-Yourself-Work-from-a-collection-of-food-related-photography.jpg,0.057936198289750496,0.3246518075466156,32.46518325805664
12,a fruit box logo with a leaf and a carrot,0.6018404463154093,0.4512305527219741,https://graphicriver.img.customer.envatousercontent.com/files/262956518/Updated+Preview+Image+.jpg?auto=compress%2Cformat&fit=crop&crop=top&w=590&h=590&s=7ff2c3472f51685feca33655bf669726,0.15060989359343524,,
50,"the plant, called the carrot, has long, leafy stems and leaves",0.5780628014660752,0.4861984390020143,https://slideplayer.com/slide/12951196/78/images/8/Conical+shape%3A+broad+at+the+base+and+tapering+gradually+towards+the+apex+e.g.+carrot+and+dandelion.jpg,0.09186436246406093,,
63,"a painting shows peaches on a white plate, next to a carrot",0.5672722147178293,0.5429256354062737,https://render.fineartamerica.com/images/rendered/medium/greeting-card/images/artworkimages/medium/1/four-peaches-on-a-plate-paul-cezanne.jpg?&targetx=-34&targety=0&imagewidth=768&imageheight=500&modelwidth=700&modelheight=500&backgroundcolor=9E5D2A&orientation=0,0.024346579311555594,,
20,a rabbit with a carrot,0.5635521047867915,0.7958904549984296,https://us.123rf.com/450wm/isuhi/isuhi1903/isuhi190300030/120985806-stock-vector-vector-image-of-a-gray-sad-bunny-on-a-white-background-rabbit-looks-at-a-big-beautiful-carrot-on-a-g.jpg?ver=6,-0.23233835021163807,0.3055669665336609,30.556699752807617
59,rabbits with a carrot,0.5612653419681445,0.800071411787435,http://l7.alamy.com/zooms/1c4cde326adf4699915dcf719879213a/the-cartoon-illustration-of-two-rabbits-g0af18.jpg,-0.23880606981929053,0.2699738144874573,26.99738311767578
36,an illustration of two rabbits looking at a carrot,0.550233456337625,0.6771702141228867,https://i.pinimg.com/originals/5c/1c/48/5c1c48c2fbedabb4a74d38470a37fca4.jpg,-0.1269367577852617,0.2850009500980377,28.500097274780273
